id,userId,sport,gender,dur_min,alt_range,max_alt,total_ascent,total_descent,n_climbs,n_points,avg_hr,max_hr,has_speed,lat,lon,date,DI,FI,RI,ReI
66980060,430859,bike,male,120.7,266.2,279.8,409.0,409.2,1,500,117.1,160,1,43.8,10.5,2012-06-27,0.5534,1.8141,,
65211247,430859,bike,male,200.6,220.0,219.2,680.8,680.8,1,499,126.4,148,1,43.8,10.5,2012-06-20,1.1208,0.9274,,
63447697,430859,bike,male,134.2,217.4,230.6,787.0,787.2,3,500,132.3,159,1,43.8,10.5,2012-06-13,0.8855,1.027,0.7475,
58929522,430859,bike,male,171.4,223.6,136.2,911.0,911.0,0,496,124.2,150,1,43.8,10.5,2012-05-27,0.8971,1.1084,,
58669811,430859,bike,male,151.2,257.2,156.4,585.8,586.0,1,497,127.9,160,1,43.8,10.5,2012-05-26,0.9116,1.0235,,
53857122,430859,bike,male,122.5,230.8,149.8,555.6,555.4,1,498,135.1,164,1,43.8,10.5,2012-05-08,0.715,1.712,,
251194112,3905196,run,male,219.5,218.7,1043.6,591.6,582.0,2,500,144.6,162,1,40.6,-3.8,2013-06-08,1.1557,0.8148,0.7846,
415834432,9815069,bike,male,455.3,401.4,658.8,1003.4,997.6,2,500,138.9,169,1,42.4,-123.2,2014-09-20,1.0425,1.0661,0.9868,
404055430,9815069,bike,male,313.6,737.4,856.4,1070.4,1062.0,1,500,137.3,170,1,40.5,-122.3,2014-09-06,0.7757,1.1506,,
400180056,9815069,bike,male,335.9,300.4,447.8,863.8,852.8,2,500,137.3,173,1,40.5,-122.3,2014-08-31,0.9841,0.9799,0.7762,
392877767,9815069,bike,male,608.0,1126.4,2291.6,1976.0,1972.4,2,500,139.8,173,1,42.7,-122.0,2014-08-16,0.8696,0.9928,0.9023,1.0326
387176913,9815069,bike,male,299.5,313.6,436.0,676.0,644.2,1,500,128.3,174,1,40.5,-122.3,2014-08-07,0.8546,1.1101,,
382913127,9815069,bike,male,207.8,214.6,363.4,521.2,520.0,2,500,128.6,175,1,40.6,-122.4,2014-07-31,0.6836,1.4437,1.0122,
376518428,9815069,bike,male,503.2,415.6,1261.0,1242.4,1245.2,4,500,133.7,163,1,41.1,-121.4,2014-07-19,0.9779,0.9388,0.9036,
371972018,9815069,bike,male,294.6,296.6,451.2,761.6,763.2,3,500,131.5,177,1,40.5,-122.3,2014-07-12,0.8361,1.0679,1.1225,
368241290,9815069,bike,male,270.2,228.0,390.6,627.6,617.2,2,500,139.0,188,1,40.5,-122.3,2014-07-05,0.993,1.0508,0.6551,
364575967,9815069,bike,male,248.2,288.6,442.6,627.6,638.8,1,500,138.6,181,1,40.5,-122.3,2014-06-29,1.0593,1.0544,,
361042732,9815069,bike,male,611.5,1336.0,1919.2,2537.2,2555.0,3,500,127.5,160,1,41.3,-122.3,2014-06-21,0.9876,1.058,1.2766,1.0326
346924693,9815069,bike,male,315.0,352.6,489.8,689.4,693.0,1,500,133.8,176,1,40.5,-122.3,2014-05-26,1.1671,1.0502,,
344680835,9815069,bike,male,191.4,293.4,435.0,624.4,621.2,1,500,135.0,174,1,40.6,-122.4,2014-05-22,0.7195,1.078,,
341447645,9815069,bike,male,586.0,806.0,923.0,2034.4,2054.0,4,500,132.9,170,1,40.5,-122.3,2014-05-17,0.8328,0.8831,0.9099,
330614638,9815069,bike,male,605.2,1392.4,1077.8,2469.8,2467.4,4,500,136.4,176,1,39.7,-121.8,2014-04-27,0.664,1.0568,0.5925,
326123965,9815069,bike,male,625.0,801.6,906.6,2461.6,2465.4,5,500,142.2,204,1,40.6,-122.2,2014-04-19,0.7928,0.972,0.8339,
326686950,9815069,bike,male,296.1,475.4,634.6,1008.2,1004.6,2,500,142.2,181,1,40.5,-122.3,2014-02-19,1.0018,0.9048,0.6874,
326681183,9815069,bike,male,245.7,209.6,342.2,512.4,519.6,1,500,138.1,171,1,40.5,-122.3,2014-02-02,0.991,1.1021,,
326678664,9815069,bike,male,227.3,297.0,444.8,668.8,678.0,2,500,146.5,177,1,40.5,-122.3,2014-01-22,0.8445,1.2336,0.7187,
326677785,9815069,bike,male,253.5,343.8,487.8,698.4,708.4,1,500,141.2,173,1,40.5,-122.3,2014-01-13,0.8607,1.1472,,
326677483,9815069,bike,male,171.6,220.6,324.0,537.6,547.8,2,500,146.7,193,1,40.5,-122.3,2014-01-07,0.979,1.1183,0.8981,
326676975,9815069,bike,male,260.8,254.6,408.8,803.8,822.8,1,500,138.6,186,1,40.5,-122.3,2014-01-04,0.8415,1.2085,,
326675423,9815069,bike,male,141.9,385.4,769.4,575.2,577.4,1,500,145.9,182,1,34.1,-117.7,2013-12-29,0.9363,1.0674,,
498570386,4007546,run,male,106.7,311.0,236.0,551.6,599.6,3,500,150.0,169,1,53.7,-2.0,2015-04-07,1.0386,1.0011,0.8598,
494185948,4007546,run,male,400.6,554.0,824.0,1635.5,1612.5,4,500,145.2,162,1,54.5,-3.3,2015-03-29,1.0276,0.9309,0.9618,
485976726,4007546,run,male,333.1,399.0,309.0,1655.7,1689.7,6,500,153.2,167,1,53.8,-2.0,2015-03-14,1.2391,0.8465,0.7165,
471598384,4007546,run,male,91.3,201.0,372.0,316.1,305.1,2,500,143.6,177,1,53.8,-2.3,2015-02-13,0.9984,1.0431,0.9023,
466686458,4007546,run,male,223.4,259.0,507.0,878.1,873.1,5,500,143.3,173,1,53.8,-2.3,2015-02-01,1.0052,0.9385,0.8039,
457279900,4007546,run,male,141.3,208.0,249.0,522.5,533.5,1,500,149.8,210,1,53.8,-2.3,2015-01-11,0.9328,1.0459,,
447317482,4007546,run,male,224.8,535.0,624.0,936.4,939.4,2,500,144.9,166,1,53.8,-2.3,2014-12-13,1.0457,0.9262,0.7942,
429714176,4007546,run,male,246.4,318.0,459.0,1107.5,1112.5,4,500,162.6,192,1,53.6,-2.5,2014-10-26,1.0308,0.8932,1.1045,
424522230,4007546,run,male,92.5,217.0,314.0,336.4,337.4,1,500,148.7,168,1,53.8,-2.3,2014-10-14,1.0606,0.9615,,
423565064,4007546,run,male,208.4,340.0,554.0,1203.5,1204.5,5,500,149.2,165,1,53.9,-2.3,2014-10-12,1.1491,0.8646,0.745,
353788400,4007546,run,male,265.8,324.0,368.0,842.3,843.0,2,500,143.5,196,1,53.8,-2.3,2014-06-08,0.9331,1.0848,1.2108,
349704027,4007546,run,male,209.0,496.0,473.0,902.9,894.9,2,500,147.0,214,1,53.8,-2.3,2014-06-01,0.9256,1.0434,0.9259,
336959308,4007546,run,male,207.8,508.0,633.0,955.4,981.4,2,500,144.7,161,1,53.8,-2.3,2014-05-09,0.9567,1.0336,0.9033,
329880760,4007546,run,male,275.8,535.0,857.0,1655.8,1648.8,3,500,158.4,183,1,54.2,-2.3,2014-04-26,1.179,0.7691,0.796,
325362717,4007546,run,male,254.5,643.0,769.0,1188.7,1185.7,3,500,125.5,161,1,54.4,-2.8,2014-04-17,0.7723,1.2137,0.836,
300375000,4007546,run,male,311.6,271.0,439.0,1266.1,1279.1,5,500,146.2,181,1,54.3,-3.0,2014-02-23,1.343,0.7835,0.6352,
294654612,4007546,run,male,219.9,527.9,965.0,1014.6,983.6,2,500,142.8,185,1,53.8,-2.3,2014-02-08,0.9771,1.0504,0.9076,
292616260,4007546,run,male,210.2,504.0,689.0,863.6,901.6,2,500,148.3,216,1,53.8,-2.3,2014-02-02,0.9503,1.0282,0.9341,
285139727,4007546,run,male,215.3,506.0,532.0,878.1,893.1,2,500,146.4,183,1,53.8,-2.3,2014-01-11,0.9899,1.0004,0.9294,
275550079,4007546,run,male,304.2,510.0,513.0,886.9,896.9,3,500,135.7,180,1,53.8,-2.3,2013-12-08,0.9584,1.1424,0.9491,
265356406,4007546,run,male,308.8,327.0,644.0,1095.3,1102.3,4,500,157.5,180,1,53.6,-2.6,2013-11-03,1.0472,0.8466,0.9446,
251562090,4007546,run,male,215.4,495.0,607.0,873.1,871.1,2,500,152.2,167,1,53.8,-2.3,2013-09-28,1.0336,0.9708,0.8377,
249190684,4007546,run,male,456.4,514.0,670.0,1602.8,1616.8,3,500,120.9,156,1,54.1,-2.3,2013-09-22,1.1151,0.9035,1.059,
242646601,4007546,run,male,393.4,529.0,814.0,1608.0,1632.0,3,500,135.5,164,1,54.1,-2.3,2013-09-07,1.196,0.7858,0.8764,
239578580,4007546,run,male,205.7,513.0,494.0,901.2,899.2,2,500,152.1,166,1,53.8,-2.3,2013-09-01,0.9717,0.9822,0.8417,
231907044,4007546,run,male,165.2,239.0,530.0,620.3,601.3,2,500,153.7,173,1,53.8,-2.3,2013-08-17,1.0205,0.966,0.8992,
225359200,4007546,run,male,212.6,497.0,684.0,866.0,886.0,2,500,148.8,163,1,53.8,-2.3,2013-08-03,1.0214,0.9868,0.8965,
212446370,4007546,run,male,161.6,470.0,427.0,770.0,769.0,4,500,160.0,179,1,53.8,-2.3,2013-07-06,0.8293,1.163,0.9116,
108258474,4007546,run,male,178.2,454.0,561.0,657.0,653.0,1,500,149.4,167,1,53.8,-2.3,2012-11-18,0.923,0.9948,,
643695442,7898832,bike,male,259.4,392.8,523.6,888.6,890.8,2,500,140.0,165,1,14.6,101.4,2015-12-13,1.2424,0.909,1.0826,
486785675,7898832,bike,male,409.5,1153.0,1178.4,1834.4,1793.4,2,500,134.7,163,1,14.2,101.4,2015-03-15,0.5107,1.5549,0.7246,
451641554,7898832,bike,male,292.4,725.0,751.8,1328.0,1300.0,2,500,134.0,162,1,14.2,101.4,2014-12-28,0.5034,1.5335,1.3927,
435510491,7898832,bike,male,261.6,452.8,784.0,859.8,461.2,2,500,137.0,175,1,14.7,101.4,2014-11-09,0.9309,1.3409,0.6092,
540630004,8467445,bike,male,405.4,1047.4,1671.4,2297.8,2270.2,3,500,120.4,148,1,46.2,6.7,2015-06-11,1.1568,0.9635,1.2651,0.9467
539934517,8467445,bike,male,419.8,1326.8,1832.8,2530.0,2526.8,3,500,122.1,148,1,46.2,6.7,2015-06-10,1.0689,0.9602,0.9455,0.9467
539256209,8467445,bike,male,370.8,1175.6,1809.8,2221.4,2214.0,3,500,124.3,152,1,46.2,6.7,2015-06-09,0.6774,1.1473,1.6466,0.9467
538542008,8467445,bike,male,353.6,918.8,1612.8,1816.0,1809.2,4,500,127.6,157,1,46.2,6.7,2015-06-08,1.6096,0.7473,0.4448,0.9467
537871671,8467445,bike,male,332.8,696.8,1283.0,1535.8,1518.6,3,500,135.5,165,1,46.2,6.7,2015-06-07,0.9442,1.0035,1.8487,
526768238,8467445,bike,male,329.5,231.6,287.2,1822.2,1821.0,5,500,125.0,159,1,50.8,5.9,2015-05-21,1.0307,1.0001,1.1025,
526226170,8467445,bike,male,521.9,260.4,279.6,1366.8,1346.0,2,500,112.9,153,1,50.8,5.9,2015-05-20,0.9587,1.0516,1.0833,
524908568,8467445,bike,male,126.6,202.6,360.0,973.4,960.0,4,500,126.7,154,1,50.8,5.9,2015-05-18,1.0452,0.975,1.0599,
495475979,8467445,bike,male,248.8,205.8,344.8,568.0,555.2,3,500,107.3,150,1,44.3,4.2,2014-09-23,0.7951,1.0812,0.8269,
495475928,8467445,bike,male,92.8,239.2,372.2,502.0,494.0,3,500,111.3,156,1,44.3,4.3,2014-09-21,0.6465,1.1783,0.9333,
495475897,8467445,bike,male,154.5,221.6,345.6,652.6,645.8,2,500,116.8,150,1,44.3,4.3,2014-09-20,0.8536,1.0909,1.1288,
495473644,8467445,bike,male,153.0,217.8,331.4,550.0,551.2,1,500,102.7,158,1,44.3,4.3,2014-09-15,0.7973,1.0291,,
495470865,8467445,bike,male,135.8,248.0,391.6,526.4,523.4,4,500,105.6,152,1,44.3,4.2,2014-09-06,0.5865,1.2972,1.1261,
360043937,8467445,bike,male,424.0,1424.8,2337.8,2173.4,2156.0,3,500,123.2,146,1,44.8,6.5,2014-06-19,0.6154,1.146,1.3154,0.9467
358850394,8467445,bike,male,179.9,710.2,1861.2,1045.4,1052.8,2,500,118.9,148,1,44.8,6.5,2014-06-17,0.7101,0.9725,0.8899,0.9467
358266646,8467445,bike,male,433.6,1526.4,2620.0,2241.0,2217.6,3,500,124.8,153,1,44.8,6.5,2014-06-16,0.7067,1.1684,0.9884,0.9467
357729394,8467445,bike,male,342.6,658.0,1720.6,1459.0,1459.8,4,500,130.9,157,1,44.8,6.5,2014-06-15,0.8408,0.9923,1.1141,0.9467
357265586,8467445,bike,male,349.7,602.0,1441.4,1381.6,1347.6,4,500,135.5,160,1,44.8,6.5,2014-06-14,1.1804,1.0954,1.4166,
242968417,8467445,bike,male,101.7,242.8,239.2,129.8,369.2,0,500,128.9,160,1,51.8,4.1,2013-09-08,1.145,1.0128,,
229050110,8467445,bike,male,284.8,227.2,222.4,253.0,467.0,0,500,127.3,157,1,51.9,4.2,2013-08-11,0.8939,1.0944,,
194585998,8467445,bike,male,523.8,264.0,314.6,2262.8,2274.4,3,500,127.0,156,1,50.8,6.0,2013-05-25,1.0181,0.9116,0.7787,
643720139,732008,run,male,158.4,235.0,438.6,506.2,568.4,2,500,149.8,170,1,48.2,17.1,2015-12-13,0.8908,0.9949,1.1871,
632759890,732008,run,male,95.0,250.4,437.4,488.0,508.4,2,500,159.5,168,1,48.2,17.1,2015-11-14,0.931,1.0184,0.8056,
630690032,732008,run,male,172.3,287.2,432.0,599.0,354.2,3,500,140.4,164,1,48.1,17.1,2015-11-10,1.2275,0.834,0.6314,
622641560,732008,run,male,408.7,317.8,443.4,1581.2,1646.4,5,500,154.7,171,1,48.2,17.0,2015-10-24,1.188,0.7961,0.8137,
615948376,732008,run,male,109.8,222.8,741.6,341.2,335.6,2,500,170.0,177,1,49.3,19.0,2015-10-10,0.9537,0.9746,0.907,
596192622,732008,run,male,513.6,553.4,733.0,1488.0,1761.0,3,500,140.5,162,1,48.4,17.3,2015-09-05,1.0319,0.7763,0.7419,
590061754,732008,run,male,118.0,302.2,566.2,424.4,426.4,1,500,159.6,178,1,48.8,18.6,2015-08-26,0.8443,0.9586,,
541385095,732008,run,male,154.6,257.8,413.8,479.8,628.8,3,500,135.2,162,1,48.2,17.1,2015-06-12,1.1741,0.753,0.6743,
539507913,732008,run,male,119.4,207.4,399.2,485.4,497.4,3,500,138.5,161,1,48.2,17.1,2015-06-09,0.9098,0.9453,0.8046,
528471437,732008,run,male,110.6,252.0,403.8,487.0,500.2,3,500,165.4,175,1,48.2,17.1,2015-05-24,0.889,0.9764,0.9662,
518463932,732008,run,male,310.1,270.6,406.4,594.4,645.4,2,500,147.8,168,1,48.2,17.1,2015-05-08,1.1039,0.7596,0.8978,
508088400,732008,run,male,157.0,290.4,430.2,452.8,470.0,2,500,148.4,162,1,48.1,17.1,2015-04-22,1.0395,0.9363,0.7908,
500361048,732008,run,male,462.5,536.0,756.2,1928.2,1693.8,5,500,131.2,159,1,48.6,17.5,2015-04-10,1.1463,0.8151,0.7323,
486020694,732008,run,male,267.6,299.0,567.2,858.6,916.0,3,500,145.9,162,1,48.2,17.1,2015-03-14,0.9264,0.9881,0.8768,
481903288,732008,run,male,163.2,200.2,389.6,604.0,603.8,1,500,150.7,174,1,48.2,17.1,2015-03-07,0.9499,0.9878,,
478460584,732008,run,male,168.6,238.2,427.2,758.0,753.2,3,500,155.6,233,1,48.2,17.1,2015-02-28,0.9589,0.9994,0.6556,
477855247,732008,run,male,102.2,408.6,408.6,743.6,493.2,3,500,151.2,197,1,48.2,17.1,2015-02-27,1.1167,0.9209,1.1347,
475927537,732008,run,male,121.1,218.2,424.8,606.2,620.8,3,500,140.7,193,1,48.2,17.1,2015-02-22,1.0992,0.8903,0.5312,
475471096,732008,run,male,92.7,241.0,434.8,475.0,477.2,2,500,149.1,171,1,48.2,17.1,2015-02-21,0.9307,1.0045,1.2577,
429741229,732008,run,male,220.4,321.8,462.8,1038.0,1072.8,3,500,159.0,174,1,48.2,17.0,2014-10-25,1.0276,0.8956,1.0041,
422881800,732008,run,male,113.0,207.0,392.6,451.8,506.2,2,500,147.0,172,1,48.2,17.1,2014-10-11,0.9942,1.0404,0.8921,
408194354,732008,run,male,144.0,228.0,415.2,750.6,779.6,1,500,149.0,162,1,48.2,17.1,2014-09-14,0.923,1.0428,,
404813799,732008,run,male,380.7,558.2,736.8,1461.0,1736.4,3,500,146.9,164,1,48.4,17.3,2014-09-07,1.0823,0.9119,0.6972,
400456145,732008,run,male,273.8,300.6,486.8,878.6,877.4,3,500,131.3,162,1,48.2,17.1,2014-08-31,1.0795,0.7394,0.6283,
365529044,732008,run,male,104.2,239.0,419.8,494.8,636.0,2,500,148.6,176,1,48.2,17.1,2014-07-01,1.0218,0.9922,1.0478,
360168391,732008,run,male,153.5,226.4,413.8,756.4,766.8,2,500,142.7,161,1,48.2,17.1,2014-06-20,1.0562,0.9607,0.8188,
357494931,732008,run,male,167.6,337.2,490.6,669.8,918.6,4,500,147.4,169,1,48.2,17.1,2014-06-14,1.1024,0.91,0.8085,
345871488,732008,run,male,106.6,266.8,419.6,591.2,599.6,3,500,162.7,172,1,48.2,17.1,2014-05-24,0.9006,1.0335,1.0628,
331185330,732008,run,male,428.8,332.2,656.8,1337.4,1339.2,2,500,145.6,166,1,48.2,17.1,2014-04-27,1.1522,0.7513,1.0321,
326166968,732008,run,male,183.0,257.2,425.2,773.6,747.8,4,500,133.0,157,1,48.2,17.1,2014-04-19,1.0255,0.8685,1.0465,
322270750,732008,run,male,149.8,216.6,413.6,668.2,736.6,3,500,141.8,157,1,48.2,17.1,2014-04-12,0.9777,0.9693,1.4815,
260189957,732008,run,male,149.2,228.2,423.0,551.6,530.8,3,500,152.0,183,1,48.2,17.1,2013-10-20,1.0497,0.8323,0.9124,
257135792,732008,run,male,140.4,235.2,441.0,492.8,543.0,3,500,151.8,165,1,48.2,17.1,2013-10-12,0.9174,1.0606,1.1632,
251996975,732008,run,male,97.9,243.8,409.0,502.0,487.4,3,500,166.0,176,1,48.2,17.1,2013-09-29,0.908,1.0129,0.8462,
210020088,732008,run,male,91.8,200.6,444.6,481.2,450.6,2,500,154.9,174,1,48.2,17.1,2013-07-01,1.2212,0.7871,1.1401,
191376645,732008,run,male,109.8,253.0,416.2,472.6,466.2,3,500,162.0,172,1,48.2,17.1,2013-05-18,0.8542,1.0544,0.9547,
176582493,732008,run,male,146.5,204.8,431.8,562.6,513.2,2,500,145.4,164,1,48.2,17.1,2013-04-14,1.0542,0.8554,0.8503,
156427201,732008,run,male,167.5,218.2,394.4,795.0,771.0,1,500,141.3,172,1,48.2,17.1,2013-02-03,0.9954,0.8505,,
155732368,732008,run,male,120.7,210.0,396.0,520.8,433.0,2,500,154.8,166,1,48.2,17.1,2013-02-01,0.9499,0.9365,0.936,
95148147,732008,run,male,202.1,228.0,445.6,691.6,656.0,3,500,152.2,173,1,48.2,17.1,2012-09-25,1.2453,0.6867,0.4821,
82720895,732008,run,male,106.4,209.2,436.6,328.0,300.0,2,500,159.4,176,1,48.2,17.1,2012-08-17,1.3526,0.7441,0.9389,
58252430,732008,run,male,110.2,211.6,433.6,363.8,316.2,2,500,164.9,177,1,48.2,17.1,2012-05-24,1.2614,0.8643,0.8679,
50507882,732008,run,male,187.2,359.4,670.4,644.0,806.6,2,500,160.8,179,1,48.3,17.2,2012-04-22,1.0878,0.9074,0.6557,
385083473,732008,run,male,120.8,202.2,397.6,665.0,649.4,1,500,169.0,181,1,48.2,17.1,2011-10-15,1.0268,0.8962,,
385083906,732008,mountain bike,male,245.2,332.4,498.4,698.4,725.2,2,500,150.7,163,1,48.2,17.1,2011-09-24,0.8511,1.0783,1.1359,
45757754,22260,bike,male,320816.2,217.5,80.3,324.9,460.2,1,500,150.7,185,1,56.2,10.2,2011-08-16,0.9434,1.3058,,
45758137,22260,bike,male,176.1,373.5,671.7,690.8,687.2,2,500,158.0,186,1,24.9,55.9,2010-01-15,0.855,1.1516,0.957,
45758324,22260,bike,male,186.5,1501.1,1509.3,80.4,1581.5,0,500,111.1,152,1,44.2,6.9,2009-09-11,1.4542,0.6728,,1.1337
45758346,22260,bike,male,439.7,1805.0,2798.4,2726.7,944.2,2,500,137.2,157,1,44.7,6.6,2009-09-10,1.7818,0.9338,0.9173,1.1337
45758392,22260,bike,male,246.3,1268.7,2003.0,1653.9,1108.8,3,500,137.4,166,1,45.1,6.0,2009-09-09,0.4042,1.3306,2.6389,1.1337
45758468,22260,bike,male,386.2,1301.0,1656.8,2068.4,2256.4,3,500,150.2,183,1,46.1,6.3,2009-09-06,0.8242,1.1427,0.7874,1.1337
45758484,22260,bike,male,114.3,208.5,582.6,413.4,281.9,1,500,130.1,182,1,46.2,6.1,2009-09-05,0.9472,1.2197,,
45758785,22260,bike,male,3084.6,359.5,316.8,1200.8,1052.8,4,500,163.9,194,1,25.1,55.2,2009-05-20,1.087,0.9924,1.0168,
45758915,22260,bike,male,164.3,267.9,567.6,545.9,551.6,2,500,156.7,180,1,24.9,55.9,2009-03-27,0.8438,1.1429,1.124,
631988945,4997910,bike (transport),male,148.0,215.0,1771.0,523.0,654.0,3,500,125.2,185,1,-26.2,28.0,2015-11-13,1.198,1.0107,0.901,0.8665
626811307,4997910,mountain bike,male,288.4,348.0,1772.0,891.3,914.3,4,500,142.8,180,1,-26.2,28.0,2015-11-01,1.3131,0.7875,0.8228,0.8665
623533045,4997910,mountain bike,male,179.1,277.0,1831.0,822.0,842.0,3,500,127.2,177,1,-26.2,28.0,2015-10-24,1.3244,0.81,1.0035,0.8665
609414011,4997910,mountain bike,male,270.4,1340.0,2919.0,2565.0,2563.0,2,500,147.1,174,1,-29.7,29.5,2015-09-26,0.7156,1.7604,0.2809,0.8665
609407146,4997910,mountain bike,male,216.2,206.0,1687.0,1114.0,1112.0,2,500,170.7,191,1,-29.7,29.5,2015-09-25,1.3795,0.777,0.5099,0.8665
